loyalty_number,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_points_redeemed,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_bracket
504208,37,55617,55617.0,424,76,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,202022.0,Married,Star,Standard,0.0,0.0,High
504260,34,52075,52075.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
504319,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245.6094087527,Single,Star,Standard,2016.0,0.0,Medium
504403,26,28347,28347.0,384,69,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,83703.0,Married,Nova,Standard,0.0,0.0,Medium
504525,48,67667,67667.0,335,60,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,52808.0,Married,Nova,Standard,0.0,0.0,Medium
504545,11,17369,17369.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,206392.0,Married,Nova,Standard,0.0,0.0,High
504564,16,22377,22377.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,76123.0,Single,Aurora,Standard,0.0,0.0,Medium
504638,30,47066,47066.0,615,111,Canada,Alberta,Banff,T4V 1D4,Female,College,79245.6094087527,Married,Star,Standard,2018.0,0.0,Medium
504663,9,12333,12333.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79245.6094087527,Single,Nova,Standard,2017.0,0.0,Medium
504715,41,57475,57475.0,1283,231,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
504860,35,51377,51377.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,90101.0,Married,Nova,Standard,0.0,0.0,Medium
505204,48,69092,69092.0,3171,571,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,69917.0,Married,Nova,Standard,0.0,0.0,Medium
505390,50,79913,79913.0,2062,371,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
505680,33,48666,48666.0,1146,207,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,58936.0,Married,Aurora,Standard,0.0,0.0,Medium
505779,39,63176,63176.0,565,102,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Divorced,Nova,Standard,0.0,0.0,Medium
505871,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53565.0,Single,Aurora,Standard,0.0,0.0,Medium
505962,39,54183,54183.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,79367.0,Married,Star,Standard,0.0,0.0,Medium
505988,35,50339,50339.0,594,107,Canada,Ontario,Thunder Bay,K8T 5M5,Male,High School or Below,54033.0,Single,Star,Standard,0.0,0.0,Medium
506193,15,23625,23625.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,68829.0,Single,Star,Standard,2018.0,0.0,Medium
506400,60,71660,107490.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,72820.0,Married,Star,2018 Promotion,2018.0,0.0,Medium
506572,48,64990,64990.0,597,107,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76456.0,Married,Nova,Standard,0.0,0.0,Medium
506776,39,63878,63878.0,761,137,Canada,Ontario,Toronto,M2M 7K8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
506793,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,66038.0,Married,Star,Standard,2016.0,0.0,Medium
507005,48,68113,68113.0,797,144,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,58908.0,Single,Nova,Standard,0.0,0.0,Medium
507008,84,116182,174273.0,386,69,Canada,British Columbia,Victoria,V10 6T5,Male,College,79245.6094087527,Single,Star,2018 Promotion,0.0,0.0,Medium
507128,10,11814,11814.0,355,64,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79245.6094087527,Divorced,Star,Standard,2018.0,0.0,Medium
507360,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77363.0,Married,Star,Standard,2016.0,0.0,Medium
507514,41,54299,54299.0,820,148,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,70684.0,Married,Star,Standard,0.0,0.0,Medium
507555,49,63534,63534.0,3569,642,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,48760.0,Married,Aurora,Standard,0.0,0.0,Low
507567,33,44870,44870.0,1528,275,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,104712.0,Married,Star,Standard,0.0,0.0,High
508022,30,54775,54775.0,391,70,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,82230.0,Divorced,Nova,Standard,0.0,0.0,Medium
508115,39,64048,64048.0,1525,275,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,102982.0,Married,Aurora,Standard,0.0,0.0,High
508215,5,8045,8045.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,65041.0,Married,Star,Standard,0.0,0.0,Medium
508399,56,88753,88753.0,2338,421,Canada,Ontario,Ottawa,K1F 2R2,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
508402,24,41593,41593.0,1713,309,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,64262.0,Married,Aurora,Standard,0.0,0.0,Medium
508456,37,45038,67557.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85179.0,Married,Nova,2018 Promotion,0.0,0.0,Medium
508488,37,50782,50782.0,1033,186,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,88187.0,Married,Star,Standard,0.0,0.0,Medium
508728,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,47052.0,Single,Star,Standard,0.0,0.0,Low
508795,11,18282,18282.0,341,61,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61940.0,Married,Nova,Standard,0.0,0.0,Medium
508824,39,69746,69746.0,342,62,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,77841.0,Married,Aurora,Standard,0.0,9.0,Medium
508923,24,42175,42175.0,1212,219,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,62051.0,Married,Nova,Standard,0.0,0.0,Medium
509136,39,57166,57166.0,384,69,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101933.0,Married,Star,Standard,0.0,0.0,High
509149,19,20958,20958.0,421,76,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,72400.0,Married,Aurora,Standard,2017.0,0.0,Medium
509345,25,38671,38671.0,1276,230,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,85076.0,Married,Star,Standard,0.0,0.0,Medium
509474,56,105064,157596.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,55120.0,Married,Nova,2018 Promotion,2018.0,0.0,Medium
509513,49,93408,93408.0,576,104,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
509607,29,47356,47356.0,443,80,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
509614,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,79245.6094087527,Married,Star,Standard,2015.0,0.0,Medium
509669,34,49512,74268.0,337,61,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,283497.0,Divorced,Star,2018 Promotion,0.0,0.0,High
509686,39,56512,56512.0,863,156,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85232.0,Married,Nova,Standard,0.0,0.0,Medium
509810,32,37572,37572.0,422,76,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,53729.0,Single,Nova,Standard,0.0,0.0,Medium
509928,40,59802,59802.0,1572,283,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
510224,37,48173,48173.0,2076,374,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,72409.0,Married,Nova,Standard,0.0,0.0,Medium
510264,13,14339,14339.0,578,104,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,101352.0,Married,Star,Standard,0.0,0.0,High
510372,1,1285,1285.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
510440,23,31548,31548.0,895,161,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50004.0,Divorced,Star,Standard,0.0,0.0,Medium
510644,25,33101,33101.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
510865,39,56275,56275.0,1653,297,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,99050.0,Married,Nova,Standard,0.0,0.0,Medium
511253,23,43374,43374.0,1455,262,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,99050.0,Married,Star,Standard,0.0,0.0,Medium
511444,28,32096,32096.0,1068,192,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,49977.0,Married,Nova,Standard,0.0,0.0,Low
511472,29,47936,47936.0,2127,383,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245.6094087527,Divorced,Star,Standard,0.0,0.0,Medium
511541,30,38282,38282.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,61431.0,Married,Nova,Standard,0.0,0.0,Medium
511568,40,64758,64758.0,1397,251,Canada,Ontario,Toronto,P2T 6G3,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
511626,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,70744.0,Married,Star,Standard,0.0,0.0,Medium
511765,27,35223,35223.0,1065,192,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,88479.0,Married,Star,Standard,0.0,0.0,Medium
511835,4,7968,7968.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,55513.0,Married,Nova,Standard,0.0,0.0,Medium
511875,35,50152,50152.0,830,150,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,60005.0,Married,Nova,Standard,0.0,0.0,Medium
512071,50,83951,83951.0,638,115,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
512097,44,66410,66410.0,685,123,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,76948.0,Married,Nova,Standard,0.0,0.0,Medium
512177,30,45704,45704.0,983,177,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,99850.0,Single,Star,Standard,0.0,0.0,Medium
512179,36,63335,63335.0,976,175,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96575.0,Divorced,Nova,Standard,0.0,0.0,Medium
512191,30,48748,48748.0,1018,184,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,70152.0,Single,Star,Standard,0.0,0.0,Medium
512219,41,69743,69743.0,481,87,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,166305.0,Married,Nova,Standard,0.0,0.0,High
512262,37,53653,53653.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
512358,56,91648,137472.0,819,147,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61026.0,Single,Aurora,2018 Promotion,0.0,0.0,Medium
512426,31,43384,43384.0,934,168,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,62915.0,Divorced,Star,Standard,0.0,0.0,Medium
512471,26,41523,41523.0,1925,347,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,102779.0,Divorced,Aurora,Standard,0.0,9.0,High
512599,24,33803,33803.0,437,79,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,65946.0,Married,Star,Standard,0.0,0.0,Medium
512897,33,49637,49637.0,876,158,Canada,Newfoundland,St. John's,A1C 6H9,Female,Master,114551.0,Single,Star,Standard,0.0,0.0,High
513000,7,8059,8059.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,63901.0,Married,Aurora,Standard,0.0,0.0,Medium
513099,26,40389,40389.0,803,145,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,83221.0,Single,Star,Standard,0.0,0.0,Medium
513123,33,46465,46465.0,300,54,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,68366.0,Married,Aurora,Standard,0.0,0.0,Medium
513125,29,32500,32500.0,471,85,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52545.0,Married,Nova,Standard,0.0,0.0,Medium
513170,38,64001,64001.0,655,118,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47412.0,Married,Star,Standard,0.0,0.0,Low
513229,30,51265,51265.0,520,94,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75040.0,Married,Star,Standard,0.0,0.0,Medium
513446,38,53982,53982.0,872,157,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,66119.0,Married,Aurora,Standard,0.0,0.0,Medium
513661,40,64096,64096.0,2279,410,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
513778,40,60322,60322.0,2784,501,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,59355.0,Married,Nova,Standard,0.0,0.0,Medium
514235,36,72674,72674.0,1160,209,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,57077.0,Married,Aurora,Standard,0.0,0.0,Medium
514272,46,76203,76203.0,467,84,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,56699.0,Married,Star,Standard,0.0,0.0,Medium
514369,15,27104,27104.0,392,71,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
514552,26,44288,44288.0,783,141,Canada,Alberta,Edmonton,T3G 6Y6,Female,Master,123828.0,Married,Star,Standard,0.0,0.0,High
514559,38,62807,62807.0,2409,433,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,99788.0,Married,Star,Standard,0.0,0.0,Medium
514652,39,39164,58746.0,715,129,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,70418.0,Married,Nova,2018 Promotion,0.0,0.0,Medium
514917,40,65933,65933.0,966,174,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
515023,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Male,High School or Below,72183.0,Single,Nova,Standard,0.0,0.0,Medium
515134,41,63225,63225.0,580,104,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,94354.0,Married,Aurora,Standard,0.0,0.0,Medium
515142,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,58282.0,Married,Nova,Standard,2016.0,0.0,Medium
515315,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,85038.0,Married,Aurora,Standard,2014.0,0.0,Medium
515386,38,59280,59280.0,1541,277,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,61200.0,Married,Star,Standard,0.0,0.0,Medium
515444,11,23178,23178.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
515579,1,2281,2281.0,425,77,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,54794.0,Married,Nova,Standard,2017.0,0.0,Medium
515639,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73865.0,Single,Star,Standard,2016.0,0.0,Medium
515663,53,72426,72426.0,691,124,Canada,Newfoundland,St. John's,A1C 6H9,Female,Master,88120.0,Married,Star,Standard,0.0,0.0,Medium
515667,50,68429,68429.0,1205,217,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,86515.0,Married,Nova,Standard,0.0,0.0,Medium
515718,5,7301,7301.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64975.0,Married,Star,Standard,0.0,0.0,Medium
515775,36,45725,45725.0,1386,250,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,57264.0,Married,Star,Standard,0.0,0.0,Medium
515790,0,0,0.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,92316.0,Married,Nova,Standard,2016.0,0.0,Medium
515929,39,61480,61480.0,497,89,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,48399.0,Married,Star,Standard,0.0,0.0,Low
515981,38,56777,56777.0,808,145,Canada,Ontario,Toronto,M8Y 4K8,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
516133,43,77054,77054.0,1249,225,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,77959.0,Married,Aurora,Standard,0.0,0.0,Medium
516224,46,71221,71221.0,507,91,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,77907.0,Single,Star,Standard,0.0,0.0,Medium
516255,15,24154,24154.0,710,128,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62075.0,Single,Star,Standard,0.0,0.0,Medium
516276,14,18387,18387.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,63552.0,Single,Star,Standard,0.0,0.0,Medium
516329,36,56932,56932.0,1426,256,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
516337,34,60679,60679.0,1316,237,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,74770.0,Married,Nova,Standard,0.0,0.0,Medium
516362,35,54580,54580.0,1502,270,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79461.0,Married,Star,Standard,0.0,0.0,Medium
516491,46,82234,82234.0,581,105,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
516519,63,89442,134163.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,79245.6094087527,Divorced,Nova,2018 Promotion,0.0,0.0,Medium
516544,38,47697,47697.0,1219,219,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
516674,22,26690,26690.0,462,83,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,97408.0,Married,Nova,Standard,0.0,0.0,Medium
516791,36,63533,63533.0,506,91,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,175678.0,Married,Star,Standard,0.0,0.0,High
516995,45,58375,58375.0,1176,212,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,91706.0,Single,Star,Standard,0.0,11.0,Medium
517129,0,0,0.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79245.6094087527,Single,Nova,Standard,2014.0,0.0,Medium
517190,25,40100,40100.0,1031,186,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98067.0,Married,Star,Standard,0.0,0.0,Medium
517222,25,34505,34505.0,542,98,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59018.0,Married,Nova,Standard,0.0,0.0,Medium
517267,25,37981,37981.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
517405,41,61472,61472.0,2655,478,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,72409.0,Married,Star,Standard,0.0,0.0,Medium
517533,57,94165,94165.0,591,106,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,51508.0,Married,Nova,Standard,0.0,0.0,Medium
517559,31,46723,46723.0,821,147,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78300.0,Married,Star,Standard,0.0,0.0,Medium
517614,9,15232,15232.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,82347.0,Married,Star,Standard,2018.0,0.0,Medium
517729,24,37008,37008.0,769,139,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,65131.0,Married,Nova,Standard,0.0,0.0,Medium
517758,44,65322,65322.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,269011.0,Divorced,Star,Standard,0.0,0.0,High
517781,28,46524,46524.0,1555,280,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,84226.0,Married,Nova,Standard,0.0,0.0,Medium
517867,32,49805,49805.0,581,105,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,76843.0,Married,Aurora,Standard,0.0,0.0,Medium
517945,55,67776,67776.0,1416,254,Canada,Ontario,Toronto,P1J 8T7,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
518210,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,79245.6094087527,Single,Star,Standard,2016.0,0.0,Medium
518249,29,43032,43032.0,625,113,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68532.0,Single,Aurora,Standard,0.0,0.0,Medium
518578,8,12066,12066.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54104.0,Married,Star,Standard,2017.0,0.0,Medium
518582,27,48284,48284.0,1084,195,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,98476.0,Married,Nova,Standard,0.0,0.0,Medium
518622,24,32716,32716.0,1195,215,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,78248.0,Divorced,Star,Standard,0.0,0.0,Medium
518771,34,40820,40820.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,87635.0,Married,Star,Standard,0.0,0.0,Medium
519203,38,47790,47790.0,384,69,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,86969.0,Married,Aurora,Standard,0.0,0.0,Medium
519213,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,58563.0,Divorced,Star,Standard,2014.0,0.0,Medium
519276,33,46063,46063.0,973,175,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,80501.0,Single,Nova,Standard,0.0,0.0,Medium
519419,43,55843,55843.0,1045,188,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76123.0,Single,Aurora,Standard,0.0,0.0,Medium
519726,21,36973,36973.0,349,63,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
519742,49,71828,71828.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,63368.0,Married,Aurora,Standard,0.0,0.0,Medium
519766,21,32980,32980.0,510,92,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,66788.0,Married,Aurora,Standard,2018.0,0.0,Medium
519984,45,63777,63777.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
520094,29,43653,43653.0,1838,331,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52881.0,Married,Star,Standard,0.0,0.0,Medium
520202,18,27224,27224.0,1047,188,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,62836.0,Married,Nova,Standard,0.0,0.0,Medium
520207,38,52575,52575.0,2157,388,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
520321,0,0,0.0,0,0,Canada,Ontario,London,M5B 3E4,Female,Doctor,237245.0,Married,Star,Standard,2016.0,0.0,High
520428,55,89946,89946.0,2813,505,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,48337.0,Single,Star,Standard,0.0,0.0,Low
521043,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88479.0,Married,Aurora,Standard,0.0,0.0,Medium
521111,38,60492,60492.0,1696,305,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,63478.0,Married,Star,Standard,0.0,0.0,Medium
521217,36,41131,41131.0,1742,314,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,100776.0,Married,Aurora,Standard,0.0,0.0,High
521225,23,37156,37156.0,1358,245,Canada,Ontario,Ottawa,K1G 4Z0,Female,Master,102782.0,Divorced,Aurora,Standard,0.0,0.0,High
521252,37,56153,56153.0,1618,292,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,71649.0,Married,Aurora,Standard,0.0,0.0,Medium
521384,39,52051,52051.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71069.0,Married,Star,Standard,0.0,0.0,Medium
521431,52,87665,87665.0,768,138,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
521576,32,55929,55929.0,464,84,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,87032.0,Married,Nova,Standard,0.0,0.0,Medium
521653,39,44210,44210.0,867,156,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,60942.0,Married,Nova,Standard,0.0,0.0,Medium
521684,44,69194,69194.0,393,71,Canada,British Columbia,Kelowna,V09 2E9,Female,Master,102782.0,Divorced,Star,Standard,0.0,0.0,High
521699,22,39383,39383.0,981,177,Canada,Ontario,Toronto,M2M 6J7,Female,Doctor,220552.0,Single,Star,Standard,2017.0,0.0,High
521702,38,55653,55653.0,621,112,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,65018.0,Married,Star,Standard,0.0,0.0,Medium
521949,11,21075,21075.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245.6094087527,Single,Nova,Standard,2017.0,0.0,Medium
522111,39,69828,69828.0,930,167,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,81975.0,Single,Nova,Standard,0.0,0.0,Medium
522261,35,57760,57760.0,879,158,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,53571.0,Married,Nova,Standard,0.0,0.0,Medium
522285,41,62346,93519.0,957,172,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,42202.0,Married,Nova,2018 Promotion,0.0,4.0,Low
522572,30,55640,55640.0,1502,270,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
522618,52,67743,67743.0,1060,190,Canada,Ontario,Trenton,K8V 4B2,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
522677,36,48739,48739.0,937,168,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55890.0,Divorced,Aurora,Standard,0.0,0.0,Medium
522763,28,39264,58896.0,849,153,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,41957.0,Single,Star,2018 Promotion,0.0,0.0,Low
522851,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
522924,45,62361,62361.0,1940,348,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,55800.0,Married,Star,Standard,0.0,0.0,Medium
523037,23,21468,32202.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103432.0,Divorced,Nova,2018 Promotion,2018.0,0.0,High
523170,42,65623,65623.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Male,Master,94014.0,Divorced,Nova,Standard,0.0,0.0,Medium
523188,47,72192,108288.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,79245.6094087527,Divorced,Aurora,2018 Promotion,0.0,0.0,Medium
